GPSTrack
013950009319543 - 13.575881,100.767338 - time13/09/2015 0:00:07
013950009313595 - 13.717535,100.584450 - time13/09/2015 19:43:34
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:43:36
013950009319543 - 13.575805,100.767356 - time13/09/2015 19:43:38
013950009319972 - 13.575791,100.767136 - time13/09/2015 19:43:43
013950009320426 - 13.575713,100.767161 - time13/09/2015 19:43:44
013950009323768 - 13.575788,100.767085 - time13/09/2015 19:43:45
013950009319451 - 13.575665,100.767048 - time13/09/2015 19:43:46
013950009320285 - 13.575563,100.766840 - time13/09/2015 19:43:48
013950009324832 - 13.673845,100.699371 - time13/09/2015 19:43:44
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:43:47
013950009324535 - 13.575691,100.767301 - time13/09/2015 19:43:49
013950009329336 - 13.733291,100.573151 - time13/09/2015 19:43:50
013950009320509 - 13.575676,100.767278 - time13/09/2015 19:43:51
013950009309742 - 13.575763,100.767296 - time13/09/2015 19:43:51
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:43:51
013950009310849 - 13.575513,100.766910 - time13/09/2015 19:43:55
013950009315384 - 13.575726,100.767385 - time13/09/2015 19:43:59
013950009320004 - 13.575761,100.767398 - time13/09/2015 19:44:00
013950009312506 - 13.575600,100.767720 - time13/09/2015 19:44:02
013950009314809 - 13.575715,100.767341 - time13/09/2015 19:44:02
013950009320152 - 13.575781,100.767056 - time13/09/2015 19:44:03
013950009319790 - 13.575783,100.767305 - time13/09/2015 19:44:04
013950009313595 - 13.717515,100.584453 - time13/09/2015 19:44:04
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:44:06
013950009319543 - 13.575911,100.767363 - time13/09/2015 19:44:07
013950009319972 - 13.575791,100.767135 - time13/09/2015 19:44:13
013950009324832 - 13.666433,100.698401 - time13/09/2015 19:44:14
013950009320426 - 13.575686,100.767153 - time13/09/2015 19:44:14
013950009323768 - 13.575786,100.767085 - time13/09/2015 19:44:15
013950009319451 - 13.575670,100.767040 - time13/09/2015 19:44:16
013950009320285 - 13.575561,100.766860 - time13/09/2015 19:44:18
013950009324535 - 13.575658,100.767300 - time13/09/2015 19:44:19
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:44:18
013950009329336 - 13.733301,100.573228 - time13/09/2015 19:44:20
013950009320509 - 13.575663,100.767296 - time13/09/2015 19:44:21
013950009309742 - 13.575756,100.767306 - time13/09/2015 19:44:21
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:44:21
013950009310849 - 13.575523,100.766898 - time13/09/2015 19:44:25
013950009315384 - 13.575728,100.767388 - time13/09/2015 19:44:29
013950009320004 - 13.575671,100.767413 - time13/09/2015 19:44:30
013950009312506 - 13.575610,100.767703 - time13/09/2015 19:44:32
013950009314809 - 13.575708,100.767348 - time13/09/2015 19:44:32
013950009320152 - 13.575783,100.767045 - time13/09/2015 19:44:33
013950009319790 - 13.575788,100.767290 - time13/09/2015 19:44:34
013950009313595 - 13.717511,100.584450 - time13/09/2015 19:44:34
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:44:36
013950009319543 - 13.576040,100.767353 - time13/09/2015 19:44:37
013950009319972 - 13.575788,100.767140 - time13/09/2015 19:44:43
013950009324832 - 13.660020,100.694216 - time13/09/2015 19:44:44
013950009320426 - 13.575666,100.767135 - time13/09/2015 19:44:44
013950009323768 - 13.575798,100.767093 - time13/09/2015 19:44:45
013950009319451 - 13.575651,100.767043 - time13/09/2015 19:44:46
013950009320285 - 13.575565,100.766866 - time13/09/2015 19:44:48
013950009324535 - 13.575706,100.767310 - time13/09/2015 19:44:48
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:44:48
013950009329336 - 13.733545,100.573510 - time13/09/2015 19:44:50
013950009320509 - 13.575686,100.767310 - time13/09/2015 19:44:51
013950009309742 - 13.575758,100.767320 - time13/09/2015 19:44:51
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:44:51
013950009310849 - 13.575516,100.766890 - time13/09/2015 19:44:54
013950009315384 - 13.575736,100.767395 - time13/09/2015 19:44:59
013950009320004 - 13.575686,100.767398 - time13/09/2015 19:45:00
013950009312506 - 13.575600,100.767695 - time13/09/2015 19:45:02
013950009314809 - 13.575725,100.767356 - time13/09/2015 19:45:02
013950009320152 - 13.575800,100.767045 - time13/09/2015 19:45:03
013950009319790 - 13.575786,100.767281 - time13/09/2015 19:45:03
013950009313595 - 13.717490,100.584463 - time13/09/2015 19:45:04
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:45:06
013950009319543 - 13.575858,100.767393 - time13/09/2015 19:45:07
013950009319972 - 13.575805,100.767150 - time13/09/2015 19:45:13
013950009320426 - 13.575745,100.767128 - time13/09/2015 19:45:14
013950009324832 - 13.653995,100.690193 - time13/09/2015 19:45:14
013950009323768 - 13.575790,100.767075 - time13/09/2015 19:45:15
013950009319451 - 13.575625,100.767031 - time13/09/2015 19:45:16
013950009320285 - 13.575570,100.766856 - time13/09/2015 19:45:18
013950009324535 - 13.575670,100.767296 - time13/09/2015 19:45:18
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:45:18
013950009329336 - 13.733406,100.573338 - time13/09/2015 19:45:20
013950009320509 - 13.575636,100.767338 - time13/09/2015 19:45:21
013950009309742 - 13.575760,100.767323 - time13/09/2015 19:45:21
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:45:21
013950009310849 - 13.575513,100.766861 - time13/09/2015 19:45:24
013950009315384 - 13.575731,100.767395 - time13/09/2015 19:45:29
013950009320004 - 13.575681,100.767375 - time13/09/2015 19:45:30
013950009312506 - 13.575633,100.767665 - time13/09/2015 19:45:32
013950009314809 - 13.575738,100.767358 - time13/09/2015 19:45:32
013950009320152 - 13.575796,100.767041 - time13/09/2015 19:45:33
013950009319790 - 13.575800,100.767311 - time13/09/2015 19:45:33
013950009313595 - 13.717476,100.584483 - time13/09/2015 19:45:34
013950009319543 - 13.575836,100.767410 - time13/09/2015 19:45:37
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:45:37
013950009319972 - 13.575808,100.767166 - time13/09/2015 19:45:43
013950009320426 - 13.575803,100.767133 - time13/09/2015 19:45:44
013950009324832 - 13.649416,100.687426 - time13/09/2015 19:45:44
013950009323768 - 13.575791,100.767071 - time13/09/2015 19:45:45
013950009319451 - 13.575620,100.767026 - time13/09/2015 19:45:46
013950009324832 - 13.649003,100.687468 - time13/09/2015 19:45:47
013950009320285 - 13.575561,100.766870 - time13/09/2015 19:45:48
013950009324535 - 13.575675,100.767291 - time13/09/2015 19:45:48
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:45:48
013950009329336 - 13.733415,100.573185 - time13/09/2015 19:45:50
013950009320509 - 13.575561,100.767373 - time13/09/2015 19:45:51
013950009309742 - 13.575751,100.767333 - time13/09/2015 19:45:51
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:45:51
013950009310849 - 13.575510,100.766861 - time13/09/2015 19:45:54
013950009315384 - 13.575741,100.767391 - time13/09/2015 19:45:59
013950009320004 - 13.575730,100.767326 - time13/09/2015 19:46:00
013950009312506 - 13.575641,100.767648 - time13/09/2015 19:46:01
013950009314809 - 13.575721,100.767356 - time13/09/2015 19:46:02
013950009324832 - 13.647066,100.687516 - time13/09/2015 19:46:03
013950009320152 - 13.575806,100.767041 - time13/09/2015 19:46:03
013950009319790 - 13.575798,100.767300 - time13/09/2015 19:46:03
013950009313595 - 13.717466,100.584495 - time13/09/2015 19:46:04
013950009319543 - 13.575911,100.767395 - time13/09/2015 19:46:07
013950009324832 - 13.646738,100.687153 - time13/09/2015 19:46:08
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:46:07
013950009324832 - 13.646703,100.686711 - time13/09/2015 19:46:12
013950009319972 - 13.575805,100.767166 - time13/09/2015 19:46:13
013950009324832 - 13.646773,100.686480 - time13/09/2015 19:46:14
013950009320426 - 13.575818,100.767133 - time13/09/2015 19:46:14
013950009323768 - 13.575776,100.767081 - time13/09/2015 19:46:15
013950009319451 - 13.575633,100.767026 - time13/09/2015 19:46:16
013950009320285 - 13.575550,100.766888 - time13/09/2015 19:46:17
013950009324535 - 13.575678,100.767333 - time13/09/2015 19:46:18
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:46:19
013950009329336 - 13.733405,100.573258 - time13/09/2015 19:46:20
013950009309742 - 13.575758,100.767316 - time13/09/2015 19:46:21
013950009320509 - 13.575586,100.767381 - time13/09/2015 19:46:21
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:46:21
013950009310849 - 13.575508,100.766871 - time13/09/2015 19:46:24
013950009324832 - 13.647770,100.684813 - time13/09/2015 19:46:29
013950009315384 - 13.575738,100.767386 - time13/09/2015 19:46:29
013950009320004 - 13.575728,100.767300 - time13/09/2015 19:46:30
013950009312506 - 13.575678,100.767610 - time13/09/2015 19:46:31
013950009314809 - 13.575715,100.767351 - time13/09/2015 19:46:32
013950009320152 - 13.575825,100.767041 - time13/09/2015 19:46:33
013950009319790 - 13.575803,100.767295 - time13/09/2015 19:46:33
013950009313595 - 13.717473,100.584498 - time13/09/2015 19:46:34
013950009319543 - 13.575736,100.767438 - time13/09/2015 19:46:37
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:46:37
013950009319972 - 13.575790,100.767163 - time13/09/2015 19:46:43
013950009320426 - 13.575848,100.767136 - time13/09/2015 19:46:44
013950009323768 - 13.575791,100.767075 - time13/09/2015 19:46:45
013950009319451 - 13.575623,100.767006 - time13/09/2015 19:46:45
013950009320285 - 13.575540,100.766901 - time13/09/2015 19:46:47
013950009324535 - 13.575713,100.767371 - time13/09/2015 19:46:48
013950009324832 - 13.648930,100.682806 - time13/09/2015 19:46:44
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:46:49
013950009329336 - 13.733421,100.573303 - time13/09/2015 19:46:50
013950009309742 - 13.575761,100.767313 - time13/09/2015 19:46:51
013950009320509 - 13.575601,100.767393 - time13/09/2015 19:46:51
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:46:52
013950009310849 - 13.575515,100.766876 - time13/09/2015 19:46:54
013950009315384 - 13.575745,100.767385 - time13/09/2015 19:46:59
013950009320004 - 13.575640,100.767293 - time13/09/2015 19:47:00
013950009312506 - 13.575838,100.767583 - time13/09/2015 19:47:01
013950009314809 - 13.575713,100.767348 - time13/09/2015 19:47:02
013950009319790 - 13.575801,100.767283 - time13/09/2015 19:47:03
013950009320152 - 13.575833,100.767033 - time13/09/2015 19:47:03
013950009313595 - 13.717485,100.584503 - time13/09/2015 19:47:05
013950009319543 - 13.575888,100.767465 - time13/09/2015 19:47:07
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:47:08
013950009319972 - 13.575785,100.767163 - time13/09/2015 19:47:13
013950009320426 - 13.575840,100.767095 - time13/09/2015 19:47:14
013950009323768 - 13.575776,100.767083 - time13/09/2015 19:47:15
013950009324832 - 13.650991,100.679375 - time13/09/2015 19:47:14
013950009319451 - 13.575561,100.767036 - time13/09/2015 19:47:15
013950009320285 - 13.575531,100.766921 - time13/09/2015 19:47:17
013950009324535 - 13.575648,100.767368 - time13/09/2015 19:47:18
013950009329336 - 13.733405,100.573326 - time13/09/2015 19:47:20
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:47:19
013950009320509 - 13.575621,100.767411 - time13/09/2015 19:47:21
013950009309742 - 13.575773,100.767315 - time13/09/2015 19:47:21
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:47:22
013950009310849 - 13.575536,100.766880 - time13/09/2015 19:47:24
013950009315384 - 13.575743,100.767381 - time13/09/2015 19:47:29
013950009320004 - 13.575626,100.767266 - time13/09/2015 19:47:30
013950009312506 - 13.575823,100.767585 - time13/09/2015 19:47:31
013950009314809 - 13.575715,100.767338 - time13/09/2015 19:47:32
013950009320152 - 13.575835,100.767041 - time13/09/2015 19:47:33
013950009319790 - 13.575811,100.767268 - time13/09/2015 19:47:33
013950009313595 - 13.717480,100.584530 - time13/09/2015 19:47:35
013950009319543 - 13.576086,100.767490 - time13/09/2015 19:47:37
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:47:38
013950009319972 - 13.575786,100.767163 - time13/09/2015 19:47:43
013950009320426 - 13.575836,100.767076 - time13/09/2015 19:47:44
013950009324832 - 13.652325,100.677106 - time13/09/2015 19:47:44
013950009323768 - 13.575781,100.767081 - time13/09/2015 19:47:45
013950009319451 - 13.575550,100.767043 - time13/09/2015 19:47:45
013950009320285 - 13.575541,100.766921 - time13/09/2015 19:47:47
013950009324535 - 13.575656,100.767388 - time13/09/2015 19:47:48
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:47:49
013950009320509 - 13.575610,100.767406 - time13/09/2015 19:47:51
013950009309742 - 13.575776,100.767308 - time13/09/2015 19:47:51
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:47:52
013950009310849 - 13.575541,100.766893 - time13/09/2015 19:47:54
013950009329336 - 13.733458,100.573310 - time13/09/2015 19:47:50
013950009315384 - 13.575740,100.767376 - time13/09/2015 19:47:59
013950009320004 - 13.575671,100.767253 - time13/09/2015 19:48:00
013950009312506 - 13.575690,100.767626 - time13/09/2015 19:48:01
013950009314809 - 13.575721,100.767336 - time13/09/2015 19:48:02
013950009320152 - 13.575836,100.767053 - time13/09/2015 19:48:03
013950009319790 - 13.575803,100.767263 - time13/09/2015 19:48:03
013950009313595 - 13.717490,100.584538 - time13/09/2015 19:48:05
013950009319543 - 13.575930,100.767406 - time13/09/2015 19:48:07
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:48:08
013950009329336 - 13.733421,100.573313 - time13/09/2015 19:48:11
013950009319972 - 13.575778,100.767153 - time13/09/2015 19:48:12
013950009320426 - 13.575848,100.767071 - time13/09/2015 19:48:14
013950009324832 - 13.654191,100.674008 - time13/09/2015 19:48:14
013950009323768 - 13.575776,100.767081 - time13/09/2015 19:48:15
013950009319451 - 13.575570,100.767090 - time13/09/2015 19:48:15
013950009320285 - 13.575543,100.766880 - time13/09/2015 19:48:17
013950009324535 - 13.575688,100.767401 - time13/09/2015 19:48:18
013950009329336 - 13.733401,100.573328 - time13/09/2015 19:48:20
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:48:20
013950009309742 - 13.575770,100.767303 - time13/09/2015 19:48:21
013950009320509 - 13.575678,100.767366 - time13/09/2015 19:48:21
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:48:22
013950009310849 - 13.575545,100.766876 - time13/09/2015 19:48:24
013950009315384 - 13.575728,100.767381 - time13/09/2015 19:48:29
013950009320004 - 13.575696,100.767255 - time13/09/2015 19:48:31
013950009312506 - 13.575713,100.767610 - time13/09/2015 19:48:31
013950009314809 - 13.575721,100.767331 - time13/09/2015 19:48:32
013950009320152 - 13.575838,100.767053 - time13/09/2015 19:48:33
013950009319790 - 13.575791,100.767263 - time13/09/2015 19:48:32
013950009329336 - 13.733515,100.573300 - time13/09/2015 19:48:32
013950009313595 - 13.717461,100.584565 - time13/09/2015 19:48:35
013950009319543 - 13.575866,100.767336 - time13/09/2015 19:48:37
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:48:38
013950009319972 - 13.575783,100.767163 - time13/09/2015 19:48:42
013950009320426 - 13.575846,100.767071 - time13/09/2015 19:48:44
013950009324832 - 13.657520,100.668061 - time13/09/2015 19:48:44
013950009323768 - 13.575775,100.767090 - time13/09/2015 19:48:45
013950009319451 - 13.575623,100.767083 - time13/09/2015 19:48:45
013950009320285 - 13.575533,100.766873 - time13/09/2015 19:48:47
013950009324535 - 13.575658,100.767398 - time13/09/2015 19:48:48
013950009329336 - 13.733553,100.573278 - time13/09/2015 19:48:50
013950009309742 - 13.575763,100.767305 - time13/09/2015 19:48:51
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:48:50
013950009320509 - 13.575751,100.767353 - time13/09/2015 19:48:51
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:48:52
013950009310849 - 13.575540,100.766883 - time13/09/2015 19:48:54
013950009315384 - 13.575736,100.767390 - time13/09/2015 19:48:59
013950009320004 - 13.575741,100.767286 - time13/09/2015 19:49:01
013950009312506 - 13.575660,100.767578 - time13/09/2015 19:49:01
013950009314809 - 13.575708,100.767333 - time13/09/2015 19:49:02
013950009319790 - 13.575778,100.767285 - time13/09/2015 19:49:02
013950009320152 - 13.575845,100.767046 - time13/09/2015 19:49:02
013950009313595 - 13.717456,100.584575 - time13/09/2015 19:49:05
013950009319543 - 13.575845,100.767391 - time13/09/2015 19:49:07
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:49:09
013950009319972 - 13.575771,100.767160 - time13/09/2015 19:49:12
013950009320426 - 13.575830,100.767086 - time13/09/2015 19:49:14
013950009324832 - 13.660993,100.661703 - time13/09/2015 19:49:14
013950009323768 - 13.575775,100.767085 - time13/09/2015 19:49:15
013950009319451 - 13.575643,100.767085 - time13/09/2015 19:49:15
013950009320285 - 13.575526,100.766868 - time13/09/2015 19:49:17
013950009324535 - 13.575941,100.767390 - time13/09/2015 19:49:18
013950009329336 - 13.733551,100.573243 - time13/09/2015 19:49:20
013950009320509 - 13.575713,100.767346 - time13/09/2015 19:49:21
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:49:20
013950009309742 - 13.575760,100.767316 - time13/09/2015 19:49:21
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:49:22
013950009310849 - 13.575528,100.766891 - time13/09/2015 19:49:24
013950009315384 - 13.575746,100.767391 - time13/09/2015 19:49:29
013950009320004 - 13.575755,100.767325 - time13/09/2015 19:49:31
013950009312506 - 13.575600,100.767583 - time13/09/2015 19:49:31
013950009314809 - 13.575703,100.767336 - time13/09/2015 19:49:32
013950009319790 - 13.575776,100.767291 - time13/09/2015 19:49:32
