GPSTrack
013950009309742 - 0.000000,0.000000 - time01/01/2000 7:03:39
013950009320426 - 13.834936,100.514248 - time11/09/2015 10:52:43
013950009320285 - 13.835006,100.514185 - time11/09/2015 10:52:47
013950009328270 - 13.834931,100.514271 - time11/09/2015 10:52:48
013950009309213 - 13.834998,100.514276 - time11/09/2015 10:52:56
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:52:56
013950009324477 - 13.834956,100.514210 - time11/09/2015 10:52:57
013950009319451 - 13.834965,100.514240 - time11/09/2015 10:53:00
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:31:07
013950009314809 - 13.834928,100.514200 - time11/09/2015 10:53:10
013950009329336 - 13.835035,100.514185 - time11/09/2015 10:53:11
013950009319147 - 13.834986,100.514251 - time11/09/2015 10:53:11
013950009320426 - 13.834930,100.514260 - time11/09/2015 10:53:13
013950009320285 - 13.835016,100.514178 - time11/09/2015 10:53:17
013950009328270 - 13.834963,100.514270 - time11/09/2015 10:53:18
013950009309213 - 13.835031,100.514263 - time11/09/2015 10:53:26
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:53:26
013950009324477 - 13.834963,100.514205 - time11/09/2015 10:53:27
013950009319451 - 13.834966,100.514243 - time11/09/2015 10:53:30
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:31:37
013950009314809 - 13.834928,100.514211 - time11/09/2015 10:53:40
013950009329336 - 13.835021,100.514185 - time11/09/2015 10:53:41
013950009319147 - 13.834995,100.514255 - time11/09/2015 10:53:41
013950009320426 - 13.834935,100.514270 - time11/09/2015 10:53:43
013950009320285 - 13.834970,100.514183 - time11/09/2015 10:53:47
013950009328270 - 13.834958,100.514263 - time11/09/2015 10:53:48
013950009309213 - 13.835055,100.514250 - time11/09/2015 10:53:56
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:53:56
013950009324477 - 13.834948,100.514198 - time11/09/2015 10:53:57
013950009319451 - 13.834965,100.514253 - time11/09/2015 10:54:00
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:32:07
013950009314809 - 13.834936,100.514216 - time11/09/2015 10:54:10
013950009329336 - 13.834975,100.514210 - time11/09/2015 10:54:11
013950009319147 - 13.834998,100.514248 - time11/09/2015 10:54:11
013950009320426 - 13.834950,100.514263 - time11/09/2015 10:54:13
013950009320285 - 13.834961,100.514193 - time11/09/2015 10:54:17
013950009328270 - 13.834945,100.514261 - time11/09/2015 10:54:18
013950009309213 - 13.835023,100.514266 - time11/09/2015 10:54:26
013950009324477 - 13.834968,100.514191 - time11/09/2015 10:54:26
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:54:26
013950009319451 - 13.834950,100.514270 - time11/09/2015 10:54:30
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:32:37
013950009314809 - 13.834941,100.514216 - time11/09/2015 10:54:40
013950009319147 - 13.834978,100.514255 - time11/09/2015 10:54:41
013950009329336 - 13.834928,100.514235 - time11/09/2015 10:54:41
013950009320426 - 13.834923,100.514258 - time11/09/2015 10:54:43
013950009320285 - 13.834981,100.514196 - time11/09/2015 10:54:47
013950009328270 - 13.834963,100.514265 - time11/09/2015 10:54:48
013950009309213 - 13.835000,100.514281 - time11/09/2015 10:54:55
013950009324477 - 13.834956,100.514193 - time11/09/2015 10:54:56
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:54:56
013950009319451 - 13.834916,100.514275 - time11/09/2015 10:55:00
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:33:07
013950009314809 - 13.834925,100.514215 - time11/09/2015 10:55:10
013950009319147 - 13.834951,100.514271 - time11/09/2015 10:55:11
013950009329336 - 13.834901,100.514253 - time11/09/2015 10:55:11
013950009320426 - 13.834895,100.514270 - time11/09/2015 10:55:13
013950009320285 - 13.834966,100.514221 - time11/09/2015 10:55:17
013950009328270 - 13.834973,100.514265 - time11/09/2015 10:55:18
013950009309213 - 13.834986,100.514281 - time11/09/2015 10:55:25
013950009324477 - 13.834966,100.514193 - time11/09/2015 10:55:26
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:55:26
013950009319451 - 13.834906,100.514280 - time11/09/2015 10:55:30
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:33:37
013950009314809 - 13.834926,100.514211 - time11/09/2015 10:55:40
013950009319147 - 13.834950,100.514261 - time11/09/2015 10:55:41
013950009329336 - 13.834860,100.514271 - time11/09/2015 10:55:41
013950009320426 - 13.834901,100.514273 - time11/09/2015 10:55:43
013950009320285 - 13.834963,100.514218 - time11/09/2015 10:55:47
013950009328270 - 13.834960,100.514260 - time11/09/2015 10:55:48
013950009309213 - 13.834986,100.514270 - time11/09/2015 10:55:55
013950009324477 - 13.834963,100.514198 - time11/09/2015 10:55:56
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:55:57
013950009319451 - 13.834908,100.514278 - time11/09/2015 10:56:00
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:34:07
013950009314809 - 13.834953,100.514206 - time11/09/2015 10:56:10
013950009319147 - 13.834960,100.514250 - time11/09/2015 10:56:11
013950009329336 - 13.834836,100.514280 - time11/09/2015 10:56:11
013950009320426 - 13.834911,100.514266 - time11/09/2015 10:56:13
013950009320285 - 13.834975,100.514218 - time11/09/2015 10:56:16
013950009328270 - 13.834963,100.514258 - time11/09/2015 10:56:18
013950009309213 - 13.834960,100.514288 - time11/09/2015 10:56:25
013950009324477 - 13.834958,100.514195 - time11/09/2015 10:56:26
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:56:27
013950009319451 - 13.834908,100.514270 - time11/09/2015 10:56:30
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:34:37
013950009314809 - 13.834970,100.514196 - time11/09/2015 10:56:40
013950009319147 - 13.834968,100.514248 - time11/09/2015 10:56:41
013950009329336 - 13.834851,100.514270 - time11/09/2015 10:56:41
013950009320426 - 13.834925,100.514268 - time11/09/2015 10:56:43
013950009320285 - 13.834980,100.514215 - time11/09/2015 10:56:46
013950009328270 - 13.834951,100.514260 - time11/09/2015 10:56:47
013950009309213 - 13.834971,100.514283 - time11/09/2015 10:56:55
013950009324477 - 13.834963,100.514195 - time11/09/2015 10:56:56
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:56:57
013950009319451 - 13.834891,100.514255 - time11/09/2015 10:57:00
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:35:07
013950009314809 - 13.834956,100.514205 - time11/09/2015 10:57:10
013950009319147 - 13.834985,100.514270 - time11/09/2015 10:57:11
013950009329336 - 13.834921,100.514240 - time11/09/2015 10:57:11
013950009320426 - 13.834938,100.514266 - time11/09/2015 10:57:13
013950009320285 - 13.834988,100.514215 - time11/09/2015 10:57:16
013950009328270 - 13.834940,100.514250 - time11/09/2015 10:57:17
013950009309213 - 13.834950,100.514270 - time11/09/2015 10:57:25
013950009324477 - 13.834970,100.514181 - time11/09/2015 10:57:26
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:57:27
013950009319451 - 13.834896,100.514240 - time11/09/2015 10:57:30
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:35:37
013950009314809 - 13.834955,100.514220 - time11/09/2015 10:57:40
013950009319147 - 13.835001,100.514275 - time11/09/2015 10:57:41
013950009329336 - 13.834925,100.514238 - time11/09/2015 10:57:41
013950009320426 - 13.834956,100.514256 - time11/09/2015 10:57:43
013950009320285 - 13.834965,100.514221 - time11/09/2015 10:57:46
013950009328270 - 13.834958,100.514248 - time11/09/2015 10:57:47
013950009309213 - 13.834926,100.514268 - time11/09/2015 10:57:55
013950009324477 - 13.834966,100.514173 - time11/09/2015 10:57:56
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:57:57
013950009319451 - 13.834891,100.514261 - time11/09/2015 10:58:00
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:36:07
013950009314809 - 13.834971,100.514221 - time11/09/2015 10:58:10
013950009319147 - 13.834995,100.514255 - time11/09/2015 10:58:11
013950009329336 - 13.834955,100.514230 - time11/09/2015 10:58:11
013950009320426 - 13.834996,100.514201 - time11/09/2015 10:58:13
013950009320285 - 13.834975,100.514223 - time11/09/2015 10:58:16
013950009328270 - 13.834946,100.514260 - time11/09/2015 10:58:17
013950009309213 - 13.834930,100.514288 - time11/09/2015 10:58:25
013950009324477 - 13.834966,100.514175 - time11/09/2015 10:58:26
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:58:27
013950009319451 - 13.834871,100.514281 - time11/09/2015 10:58:30
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:36:36
013950009314809 - 13.834980,100.514225 - time11/09/2015 10:58:40
013950009319147 - 13.834988,100.514243 - time11/09/2015 10:58:41
013950009329336 - 13.835003,100.514208 - time11/09/2015 10:58:41
013950009320426 - 13.835018,100.514186 - time11/09/2015 10:58:43
013950009320285 - 13.834983,100.514226 - time11/09/2015 10:58:46
013950009328270 - 13.834935,100.514265 - time11/09/2015 10:58:47
013950009309213 - 13.834951,100.514306 - time11/09/2015 10:58:55
013950009324477 - 13.834958,100.514186 - time11/09/2015 10:58:56
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:58:58
013950009319451 - 13.834870,100.514295 - time11/09/2015 10:58:59
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:37:06
013950009319147 - 13.834986,100.514238 - time11/09/2015 10:59:11
013950009329336 - 13.835045,100.514195 - time11/09/2015 10:59:11
013950009320426 - 13.835006,100.514203 - time11/09/2015 10:59:13
013950009314809 - 13.834958,100.514236 - time11/09/2015 10:59:10
013950009320285 - 13.834948,100.514235 - time11/09/2015 10:59:16
013950009328270 - 13.834928,100.514271 - time11/09/2015 10:59:17
013950009309213 - 13.834950,100.514305 - time11/09/2015 10:59:24
013950009324477 - 13.834960,100.514191 - time11/09/2015 10:59:26
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:59:28
013950009319451 - 13.834891,100.514283 - time11/09/2015 10:59:29
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:37:36
013950009314809 - 13.834956,100.514235 - time11/09/2015 10:59:40
013950009319147 - 13.834976,100.514261 - time11/09/2015 10:59:41
013950009329336 - 13.835075,100.514183 - time11/09/2015 10:59:41
013950009320426 - 13.835000,100.514206 - time11/09/2015 10:59:43
013950009320285 - 13.834940,100.514238 - time11/09/2015 10:59:46
013950009328270 - 13.834926,100.514285 - time11/09/2015 10:59:47
013950009309213 - 13.834940,100.514315 - time11/09/2015 10:59:54
013950009324477 - 13.834951,100.514200 - time11/09/2015 10:59:56
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:59:58
013950009319451 - 13.834936,100.514263 - time11/09/2015 10:59:59
013950009314809 - 13.834951,100.514233 - time11/09/2015 11:00:10
013950009319147 - 13.834961,100.514288 - time11/09/2015 11:00:11
013950009329336 - 13.835163,100.514146 - time11/09/2015 11:00:11
013950009320426 - 13.835000,100.514211 - time11/09/2015 11:00:13
013950009320285 - 13.834951,100.514231 - time11/09/2015 11:00:16
013950009328270 - 13.834931,100.514301 - time11/09/2015 11:00:17
013950009314809 - 13.834971,100.514211 - time11/09/2015 11:00:40
013950009319147 - 13.834956,100.514280 - time11/09/2015 11:00:41
013950009329336 - 13.835218,100.514133 - time11/09/2015 11:00:42
013950009309213 - 13.834966,100.514303 - time11/09/2015 11:00:24
013950009320426 - 13.834980,100.514226 - time11/09/2015 11:00:43
013950009324477 - 13.834953,100.514200 - time11/09/2015 11:00:26
013777008958603 - 13.834958,100.514248 - time11/09/2015 11:00:28
013950009319451 - 13.834928,100.514261 - time11/09/2015 11:00:29
013950009320285 - 13.834981,100.514221 - time11/09/2015 11:00:46
013950009328270 - 13.834945,100.514310 - time11/09/2015 11:00:47
013950009309213 - 13.834926,100.514343 - time11/09/2015 11:00:54
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:38:06
013950009324477 - 13.834941,100.514196 - time11/09/2015 11:00:55
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:38:36
013777008958603 - 13.834958,100.514248 - time11/09/2015 11:00:58
013950009319451 - 13.834915,100.514266 - time11/09/2015 11:00:59
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:39:06
013950009314809 - 13.835013,100.514196 - time11/09/2015 11:01:10
013950009319147 - 13.834956,100.514248 - time11/09/2015 11:01:11
013950009329336 - 13.835225,100.514121 - time11/09/2015 11:01:12
013950009320426 - 13.834961,100.514231 - time11/09/2015 11:01:13
013950009320285 - 13.835000,100.514200 - time11/09/2015 11:01:16
013950009328270 - 13.834958,100.514293 - time11/09/2015 11:01:17
013950009309213 - 13.834946,100.514340 - time11/09/2015 11:01:24
013950009324477 - 13.834956,100.514193 - time11/09/2015 11:01:25
013777008958603 - 13.834958,100.514248 - time11/09/2015 11:01:28
013950009319451 - 13.834920,100.514261 - time11/09/2015 11:01:29
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:39:36
013950009314809 - 13.835035,100.514191 - time11/09/2015 11:01:40
013950009319147 - 13.834975,100.514226 - time11/09/2015 11:01:41
013950009329336 - 13.835263,100.514100 - time11/09/2015 11:01:42
013950009320426 - 13.834920,100.514258 - time11/09/2015 11:01:43
013950009320285 - 13.834975,100.514190 - time11/09/2015 11:01:46
013950009328270 - 13.834931,100.514275 - time11/09/2015 11:01:47
013950009309213 - 13.835006,100.514298 - time11/09/2015 11:01:54
013950009324477 - 13.834983,100.514175 - time11/09/2015 11:01:55
013950009319451 - 13.834911,100.514258 - time11/09/2015 11:01:59
013777008958603 - 13.834958,100.514248 - time11/09/2015 11:01:59
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:40:06
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:40:07
013950009314809 - 13.835026,100.514190 - time11/09/2015 11:02:10
013950009319147 - 13.834966,100.514228 - time11/09/2015 11:02:11
013950009329336 - 13.835186,100.514143 - time11/09/2015 11:02:12
013950009320426 - 13.834901,100.514258 - time11/09/2015 11:02:13
013950009320285 - 13.834973,100.514200 - time11/09/2015 11:02:16
013950009328270 - 13.834936,100.514263 - time11/09/2015 11:02:17
013950009309213 - 13.835005,100.514283 - time11/09/2015 11:02:24
013950009324477 - 13.834966,100.514183 - time11/09/2015 11:02:25
013950009319451 - 13.834928,100.514256 - time11/09/2015 11:02:29
013777008958603 - 13.834958,100.514248 - time11/09/2015 11:02:29
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:40:36
013950009314809 - 13.835010,100.514198 - time11/09/2015 11:02:39
013950009319147 - 13.834998,100.514223 - time11/09/2015 11:02:40
013950009329336 - 13.834956,100.514233 - time11/09/2015 11:02:42
013950009320426 - 13.834923,100.514231 - time11/09/2015 11:02:43
013950009320285 - 13.834995,100.514193 - time11/09/2015 11:02:46
013950009328270 - 13.834936,100.514241 - time11/09/2015 11:02:46
013950009309213 - 13.835006,100.514278 - time11/09/2015 11:02:54
013950009324477 - 13.834980,100.514168 - time11/09/2015 11:02:55
013950009319451 - 13.834925,100.514255 - time11/09/2015 11:02:59
013777008958603 - 13.834958,100.514248 - time11/09/2015 11:02:59
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:41:06
013950009319147 - 13.835015,100.514205 - time11/09/2015 11:03:10
013950009329336 - 13.834926,100.514245 - time11/09/2015 11:03:12
013950009320426 - 13.834936,100.514238 - time11/09/2015 11:03:13
013950009320285 - 13.835015,100.514188 - time11/09/2015 11:03:16
013950009328270 - 13.834926,100.514245 - time11/09/2015 11:03:16
013950009309213 - 13.835033,100.514266 - time11/09/2015 11:03:24
013950009324477 - 13.835003,100.514173 - time11/09/2015 11:03:25
013950009319451 - 13.834935,100.514248 - time11/09/2015 11:03:29
013777008958603 - 13.834958,100.514248 - time11/09/2015 11:03:29
013950009314809 - 13.835006,100.514201 - time11/09/2015 11:03:09
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:41:36
013950009319147 - 13.835051,100.514198 - time11/09/2015 11:03:40
013950009329336 - 13.834918,100.514256 - time11/09/2015 11:03:42
013950009320426 - 13.834908,100.514273 - time11/09/2015 11:03:43
013950009320285 - 13.835023,100.514198 - time11/09/2015 11:03:46
013950009328270 - 13.834880,100.514270 - time11/09/2015 11:03:46
013950009309213 - 13.835035,100.514263 - time11/09/2015 11:03:53
013950009324477 - 13.835003,100.514123 - time11/09/2015 11:03:55
013950009319451 - 13.834931,100.514246 - time11/09/2015 11:03:59
013777008958603 - 13.834958,100.514248 - time11/09/2015 11:03:59
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:42:06
013950009319147 - 13.835043,100.514210 - time11/09/2015 11:04:10
013950009329336 - 13.834921,100.514258 - time11/09/2015 11:04:12
013950009320426 - 13.834916,100.514286 - time11/09/2015 11:04:13
013950009320285 - 13.834961,100.514215 - time11/09/2015 11:04:16
013950009328270 - 13.834913,100.514261 - time11/09/2015 11:04:16
013950009309213 - 13.835018,100.514261 - time11/09/2015 11:04:23
013950009324477 - 13.834998,100.514118 - time11/09/2015 11:04:25
013950009319451 - 13.834888,100.514263 - time11/09/2015 11:04:29
013777008958603 - 13.834958,100.514248 - time11/09/2015 11:04:29
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:42:36
013950009319147 - 13.835011,100.514200 - time11/09/2015 11:04:40
013950009329336 - 13.834955,100.514231 - time11/09/2015 11:04:42
013950009320426 - 13.834935,100.514275 - time11/09/2015 11:04:43
013950009320285 - 13.834946,100.514233 - time11/09/2015 11:04:46
013950009328270 - 13.834921,100.514253 - time11/09/2015 11:04:46
013950009309213 - 13.835020,100.514246 - time11/09/2015 11:04:53
013950009324477 - 13.834971,100.514145 - time11/09/2015 11:04:55
013950009319451 - 13.834816,100.514326 - time11/09/2015 11:04:59
013777008958603 - 13.834958,100.514248 - time11/09/2015 11:05:00
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:43:06
013950009319147 - 13.835010,100.514201 - time11/09/2015 11:05:10
